""	"pathway"	"pathway_members"	"pval"	"fdr"	"n"	"N"	"set_enrichment_score"
"D112"	"Ethylmalonic Encephalopathy"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D146"	"Short-Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D262"	"Carnitine Palmitoyl Transferase Deficiency I"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D263"	"Long Chain Acyl-CoA Dehydrogenase Deficiency (LCAD)"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D264"	"Very-Long-Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD)"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D265"	"Carnitine Palmitoyl Transferase Deficiency II"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D266"	"Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD)"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D267"	"Trifunctional Protein Deficiency"	"HMDB0000222;HMDB0000062;HMDB0000220"	0.501857820701962	0.881545969151392	3	43	0.435483870967742
"D1288"	"Phosphatidylethanolamine Biosynthesis PE(16:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0007982;HMDB0000187;HMDB0000097"	0.506694126666858	0.881545969151392	3	16	0.433691756272401
"D225"	"Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids"	"HMDB0000062;HMDB0000848;HMDB0000827"	0.516396052647852	0.881545969151392	3	27	0.43010752688172
"D116"	"Glutaric Aciduria Type I"	"HMDB0000222;HMDB0000062;HMDB0000220;HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.525126493626455	0.881545969151392	7	70	0.287250384024578
"D221"	"Homocysteine Degradation"	"HMDB0000187;HMDB0000099;HMDB0000574"	0.526134330785581	0.881545969151392	3	8	0.426523297491039
"D241"	"gamma-Cystathionase Deficiency (CTH)"	"HMDB0000187;HMDB0000099;HMDB0000574"	0.526134330785581	0.881545969151392	3	8	0.426523297491039
"D242"	"Homocystinuria, Cystathionine beta-Synthase Deficiency"	"HMDB0000187;HMDB0000099;HMDB0000574"	0.526134330785581	0.881545969151392	3	8	0.426523297491039
"D439"	"Phosphatidylcholine Biosynthesis PC(16:0/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097;HMDB0008928;HMDB0007973"	0.52635572216113	0.881545969151392	4	21	0.374551971326165
"D496"	"Phosphatidylcholine Biosynthesis PC(18:0/18:1(9Z))"	"HMDB0001565;HMDB0000097;HMDB0008993;HMDB0008038"	0.52635572216113	0.881545969151392	4	21	0.374551971326165
"D506"	"Phosphatidylcholine Biosynthesis PC(18:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097;HMDB0009003;HMDB0008048"	0.52635572216113	0.881545969151392	4	21	0.374551971326165
"D1279"	"Phosphatidylethanolamine Biosynthesis PE(16:0/18:2(9Z,12Z))"	"HMDB0007973;HMDB0000187;HMDB0000097;HMDB0008928"	0.52635572216113	0.881545969151392	4	16	0.374551971326165
"D1345"	"Phosphatidylethanolamine Biosynthesis PE(18:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0008048;HMDB0000187;HMDB0000097;HMDB0009003"	0.52635572216113	0.881545969151392	4	16	0.374551971326165
"D19"	"Selenoamino Acid Metabolism"	"HMDB0000161;HMDB0000187;HMDB0000050"	0.545706823955882	0.881545969151392	3	28	0.419354838709677
"D4"	"Tyrosine Metabolism"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D105"	"Alkaptonuria"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D120"	"Hawkinsinuria"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D140"	"Tyrosinemia Type I"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D216"	"Disulfiram Action Pathway"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	78	0.262096774193548
"D229"	"Tyrosinemia, Transient, of the Newborn"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D230"	"Dopamine beta-Hydroxylase Deficiency"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D257"	"Monoamine Oxidase-A Deficiency (MAO-A)"	"HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0000191;HMDB0000134;HMDB0000020;HMDB0000291"	0.564266934092843	0.881545969151392	8	67	0.262096774193548
"D23"	"Sphingolipid Metabolism"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D192"	"Metachromatic Leukodystrophy (MLD)"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D193"	"Globoid Cell Leukodystrophy"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D194"	"Gaucher Disease"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D249"	"Fabry Disease"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D250"	"Krabbe Disease"	"HMDB0000187;HMDB0000269;HMDB0000277;HMDB0000252;HMDB0001348;HMDB0001565;HMDB0000122"	0.597736471421	0.881545969151392	7	40	0.270865335381464
"D24"	"Bile Acid Biosynthesis"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D177"	"Congenital Bile Acid Synthesis Defect Type II"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D178"	"Cerebrotendinous Xanthomatosis (CTX)"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D179"	"Zellweger Syndrome"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D180"	"Familial Hypercholanemia (FHCA)"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D181"	"Congenital Bile Acid Synthesis Defect Type III"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D325"	"27-Hydroxylase Deficiency"	"HMDB0000251;HMDB0000951;HMDB0000123;HMDB0000637;HMDB0000138;HMDB0000619;HMDB0000518;HMDB0000067;HMDB0000220;HMDB0012453;HMDB0012454;HMDB0012458;HMDB0000896;HMDB0000631"	0.602642714063772	0.881545969151392	14	64	0.195852534562212
"D199"	"Mitochondrial Electron Transport Chain"	"HMDB0000126;HMDB0000254;HMDB0000134"	0.629755914400306	0.881545969151392	3	19	0.388888888888889
"D1274"	"Phosphatidylethanolamine Biosynthesis PE(16:0/16:0)"	"HMDB0000564;HMDB0000187;HMDB0000097"	0.668102929901897	0.881545969151392	3	16	0.374551971326165
"D434"	"Phosphatidylcholine Biosynthesis PC(16:0/16:0)"	"HMDB0001565;HMDB0000097;HMDB0000564"	0.66939725800881	0.881545969151392	3	21	0.374551971326165
"D438"	"Phosphatidylcholine Biosynthesis PC(16:0/18:1(9Z))"	"HMDB0001565;HMDB0000097;HMDB0007972"	0.66939725800881	0.881545969151392	3	21	0.374551971326165
"D448"	"Phosphatidylcholine Biosynthesis PC(16:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097;HMDB0007982"	0.66939725800881	0.881545969151392	3	21	0.374551971326165
"D457"	"Phosphatidylcholine Biosynthesis PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097;HMDB0007991"	0.66939725800881	0.881545969151392	3	21	0.374551971326165
"D515"	"Phosphatidylcholine Biosynthesis PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097;HMDB0008057"	0.66939725800881	0.881545969151392	3	21	0.374551971326165
"D1278"	"Phosphatidylethanolamine Biosynthesis PE(16:0/18:1(9Z))"	"HMDB0007972;HMDB0000187;HMDB0000097"	0.66939725800881	0.881545969151392	3	16	0.374551971326165
"D6"	"Phenylalanine and Tyrosine Metabolism"	"HMDB0000159;HMDB0000208;HMDB0000205;HMDB0000148;HMDB0000158;HMDB0000707;HMDB0000134"	0.721008522084057	0.881545969151392	7	28	0.244239631336406
"D133"	"Phenylketonuria"	"HMDB0000159;HMDB0000208;HMDB0000205;HMDB0000148;HMDB0000158;HMDB0000707;HMDB0000134"	0.721008522084057	0.881545969151392	7	28	0.244239631336406
"D208"	"Tyrosinemia Type 2 (or Richner-Hanhart Syndrome)"	"HMDB0000159;HMDB0000208;HMDB0000205;HMDB0000148;HMDB0000158;HMDB0000707;HMDB0000134"	0.721008522084057	0.881545969151392	7	28	0.244239631336406
"D209"	"Tyrosinemia Type 3 (TYRO3)"	"HMDB0000159;HMDB0000208;HMDB0000205;HMDB0000148;HMDB0000158;HMDB0000707;HMDB0000134"	0.721008522084057	0.881545969151392	7	28	0.244239631336406
"D16"	"Phospholipid Biosynthesis"	"HMDB0000126;HMDB0000097;HMDB0010382;HMDB0000564;HMDB0001565;HMDB0011503;HMDB0000114"	0.776366467761064	0.881545969151392	7	29	0.231694828469022
"D31"	"Amino Sugar Metabolism"	"HMDB0000641;HMDB0000148;HMDB0000660;HMDB0000230;HMDB0000243"	0.779450113309125	0.881545969151392	5	32	0.270609318996416
"D139"	"Sialuria or French Type Sialuria"	"HMDB0000641;HMDB0000148;HMDB0000660;HMDB0000230;HMDB0000243"	0.779450113309125	0.881545969151392	5	32	0.270609318996416
"D151"	"Salla Disease/Infantile Sialic Acid Storage Disease"	"HMDB0000641;HMDB0000148;HMDB0000660;HMDB0000230;HMDB0000243"	0.779450113309125	0.881545969151392	5	32	0.270609318996416
"D213"	"Tay-Sachs Disease"	"HMDB0000641;HMDB0000148;HMDB0000660;HMDB0000230;HMDB0000243"	0.779450113309125	0.881545969151392	5	32	0.270609318996416
"D258"	"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease"	"HMDB0000641;HMDB0000148;HMDB0000660;HMDB0000230;HMDB0000243"	0.779450113309125	0.881545969151392	5	32	0.270609318996416
"D11"	"Propanoate Metabolism"	"HMDB0000883;HMDB0000202;HMDB0000056;HMDB0000208;HMDB0000148;HMDB0000008"	0.780429471172086	0.881545969151392	6	42	0.24910394265233
"D126"	"Malonic Aciduria"	"HMDB0000883;HMDB0000202;HMDB0000056;HMDB0000208;HMDB0000148;HMDB0000008"	0.780429471172086	0.881545969151392	6	42	0.24910394265233
"D129"	"Methylmalonic Aciduria Due to Cobalamin-Related Disorders"	"HMDB0000883;HMDB0000202;HMDB0000056;HMDB0000208;HMDB0000148;HMDB0000008"	0.780429471172086	0.881545969151392	6	42	0.24910394265233
"D234"	"Malonyl-CoA Decarboxylase Deficiency"	"HMDB0000883;HMDB0000202;HMDB0000056;HMDB0000208;HMDB0000148;HMDB0000008"	0.780429471172086	0.881545969151392	6	42	0.24910394265233
"D20"	"Oxidation of Branched-Chain Fatty Acids"	"HMDB0000208;HMDB0000254;HMDB0000062;HMDB0000824;HMDB0000201;HMDB0000801"	0.834658454181154	0.881545969151392	6	26	0.234767025089606
"D323"	"Thyroid Hormone Synthesis"	"HMDB0000248;HMDB0000158"	0.874776386404299	0.881545969151392	2	13	0.376344086021505
"D343"	"Phosphatidylcholine Biosynthesis"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	15	0.374551971326165
"D344"	"Phosphatidylcholine Biosynthesis PC(14:0/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D345"	"Phosphatidylcholine Biosynthesis PC(14:0/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D346"	"Phosphatidylcholine Biosynthesis PC(14:0/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D348"	"Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D349"	"Phosphatidylcholine Biosynthesis PC(14:0/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D350"	"Phosphatidylcholine Biosynthesis PC(14:0/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D351"	"Phosphatidylcholine Biosynthesis PC(14:0/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D352"	"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D353"	"Phosphatidylcholine Biosynthesis PC(14:0/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D354"	"Phosphatidylcholine Biosynthesis PC(14:0/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D355"	"Phosphatidylcholine Biosynthesis PC(14:0/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D356"	"Phosphatidylcholine Biosynthesis PC(14:0/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D357"	"Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D358"	"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D359"	"Phosphatidylcholine Biosynthesis PC(14:0/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D360"	"Phosphatidylcholine Biosynthesis PC(14:0/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D361"	"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D362"	"Phosphatidylcholine Biosynthesis PC(14:0/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D363"	"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D364"	"Phosphatidylcholine Biosynthesis PC(14:0/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D365"	"Phosphatidylcholine Biosynthesis PC(14:0/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D366"	"Phosphatidylcholine Biosynthesis PC(14:0/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D367"	"Phosphatidylcholine Biosynthesis PC(14:0/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D368"	"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D369"	"Phosphatidylcholine Biosynthesis PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D370"	"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D371"	"Phosphatidylcholine Biosynthesis PC(14:0/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D372"	"Phosphatidylcholine Biosynthesis PC(14:0/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D373"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D374"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D375"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D376"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D377"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D378"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D379"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D380"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D381"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D382"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D383"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D384"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D385"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D386"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D387"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D388"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D389"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D390"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D391"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D392"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D393"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D394"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D395"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D396"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D397"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D398"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D399"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D400"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D401"	"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D402"	"Phosphatidylcholine Biosynthesis PC(15:0/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D403"	"Phosphatidylcholine Biosynthesis PC(15:0/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D404"	"Phosphatidylcholine Biosynthesis PC(15:0/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D405"	"Phosphatidylcholine Biosynthesis PC(15:0/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D406"	"Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D407"	"Phosphatidylcholine Biosynthesis PC(15:0/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D408"	"Phosphatidylcholine Biosynthesis PC(15:0/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D409"	"Phosphatidylcholine Biosynthesis PC(15:0/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D410"	"Phosphatidylcholine Biosynthesis PC(15:0/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D411"	"Phosphatidylcholine Biosynthesis PC(15:0/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D412"	"Phosphatidylcholine Biosynthesis PC(15:0/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D413"	"Phosphatidylcholine Biosynthesis PC(15:0/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D414"	"Phosphatidylcholine Biosynthesis PC(15:0/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D415"	"Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D416"	"Phosphatidylcholine Biosynthesis PC(15:0/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D417"	"Phosphatidylcholine Biosynthesis PC(15:0/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D418"	"Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
